"","series","baker_name","baker","baker_age","baker_occupation","hometown","episode","result","technical","signature_bake","show_stopper"
"1",1,"Annetha Mills","Annetha",30,"Midwife","Essex",1,"IN",2,"Light Jamaican Black Cakewith Strawberries and Cream","Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream"
"2",1,"Annetha Mills","Annetha",30,"Midwife","Essex",2,"OUT",7,"Rose Petal Shortbread","Pink Swirl Macarons / Eclairs"
"3",1,"David Chambers","David",31,"Entrepreneur","Milton Keynes",1,"IN",3,"Chocolate Orange Cake","Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs"
"4",1,"David Chambers","David",31,"Entrepreneur","Milton Keynes",2,"IN",8,"Cheddar Cheese and Fresh Rosemary Biscuits","Choux Pastry Swans  Chocolate Profiteroles"
"5",1,"David Chambers","David",31,"Entrepreneur","Milton Keynes",3,"IN",4,"Chilli Bread","Walnut and Seed Roll
Red Berry and Almond Bun"
"6",1,"David Chambers","David",31,"Entrepreneur","Milton Keynes",4,"OUT",5,"Pear and Walnut Pudding","Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear"
"7",1,"Edd Kimber","Edd",24,"Debt collector for Yorkshire Bank","Bradford",1,"IN",1,"Caramel Cinnamon and Banana Cake",NA
"8",1,"Edd Kimber","Edd",24,"Debt collector for Yorkshire Bank","Bradford",2,"IN",6,"Oatmeal Raisin Cookie","Pink Macarons"
"9",1,"Edd Kimber","Edd",24,"Debt collector for Yorkshire Bank","Bradford",3,"IN",1,"Olive Bread","Tomato and Mozzarella"
"10",1,"Edd Kimber","Edd",24,"Debt collector for Yorkshire Bank","Bradford",4,"IN",3,"Apple and Plum Pudding","Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer"
"11",1,"Edd Kimber","Edd",24,"Debt collector for Yorkshire Bank","Bradford",5,"IN",2,"Chicken, Ham, Leek and Tarragon Pie","Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés"
"12",1,"Edd Kimber","Edd",24,"Debt collector for Yorkshire Bank","Bradford",6,"WINNER",NA,"Cinnamon and Banana Cake",""
"13",1,"Jasminder Randhawa","Jasminder",45,"Assistant Credit Control Manager","Birmingham",1,"IN",NA,"Fresh Mango and Passion Fruit Hummingbird Cake",NA
"14",1,"Jasminder Randhawa","Jasminder",45,"Assistant Credit Control Manager","Birmingham",2,"IN",2,"Millionaires' Shortbread","Meringues with Chocolate and Space DustCoffee flavoured Eclairs"
"15",1,"Jasminder Randhawa","Jasminder",45,"Assistant Credit Control Manager","Birmingham",3,"IN",5,"Focaccia","Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots"
"16",1,"Jasminder Randhawa","Jasminder",45,"Assistant Credit Control Manager","Birmingham",4,"IN",2,"Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce","Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble"
"17",1,"Jasminder Randhawa","Jasminder",45,"Assistant Credit Control Manager","Birmingham",5,"OUT",4,"Chicken and Mushroom Pie","Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés"
"18",1,"Jonathan Shepherd","Jonathan",25,"Research Analyst","St Albans",1,"IN",9,"Carrot Cake with Lime and Cream Cheese Icing","Three Tiered White and Dark Chocolate with Almond and Cherry"
"19",1,"Jonathan Shepherd","Jonathan",25,"Research Analyst","St Albans",2,"IN",1,"Honey and Candied Ginger Cookies","Meringues with Whiskey Cream"
"20",1,"Jonathan Shepherd","Jonathan",25,"Research Analyst","St Albans",3,"OUT",6,"Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun"
"21",1,"Lea Harris","Lea",51,"Retired","Midlothian, Scotland",1,"OUT",10,"Cranberry and Pistachio Cakewith Orange Flower Water Icing","Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit"
"22",1,"Louise Brimelow","Louise",44,"Police Officer","Manchester",1,"IN",NA,"Carrot and Orange Cake","Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border"
"23",1,"Louise Brimelow","Louise",44,"Police Officer","Manchester",2,"OUT",4,"Stained Glass Window Shortbread","Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons"
"24",1,"Mark Whithers","Mark",48,"Bus Driver","South Wales",1,"OUT",NA,"Sticky Marmalade Tea Loaf","Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses."
"25",1,"Miranda Browne","Miranda",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex",1,"IN",8,"Triple Layered Brownie Meringue Cake
with Raspberry Cream","Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations"
"26",1,"Miranda Browne","Miranda",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex",2,"IN",3,"Fresh Vanilla Biscuits with Royal Icing","Pistachio Macarons"
"27",1,"Miranda Browne","Miranda",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex",3,"IN",3,"Walnut and Apricot Bread","Lemon Iced Buns
Chocolate and Orange Buns"
"28",1,"Miranda Browne","Miranda",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex",4,"IN",1,"Sticky Toffee Pudding","Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble"
"29",1,"Miranda Browne","Miranda",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex",5,"IN",1,"Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés"
"30",1,"Miranda Browne","Miranda",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex",6,"Runner-up",NA,"Lemon Cupcake","Eliminated after signature"
"31",1,"Ruth Clemens","Ruth",31,"Retail manager/Housewife","Poynton, Cheshire",1,"IN",NA,"Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd","Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles"
"32",1,"Ruth Clemens","Ruth",31,"Retail manager/Housewife","Poynton, Cheshire",2,"IN",5,"Peanut Shortbread withSalted Peanut Caramel","Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs"
"33",1,"Ruth Clemens","Ruth",31,"Retail manager/Housewife","Poynton, Cheshire",3,"IN",2,"Maple and Pecan Bread","Chocolate and Orange Panettone
Cranberry Bagels"
"34",1,"Ruth Clemens","Ruth",31,"Retail manager/Housewife","Poynton, Cheshire",4,"IN",4,"Peach and Blueberry Boy Bait","Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings"
"35",1,"Ruth Clemens","Ruth",31,"Retail manager/Housewife","Poynton, Cheshire",5,"IN",3,"Minced Beef Pie","Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés"
"36",1,"Ruth Clemens","Ruth",31,"Retail manager/Housewife","Poynton, Cheshire",6,"Runner-up",NA,"Mint, Ginger and Blackberry Cake",""
"37",2,"Ben Frazer","Ben",31,"Graphic Designer","Northampton",1,"IN",2,"Rhubarb and Custard CupcakesAfter Dinner Cupcakes","Vanilla Sponge with White Chocolate and Raspberry Buttercream"
"38",2,"Ben Frazer","Ben",31,"Graphic Designer","Northampton",2,"IN",1,"Chorizo, Pepper and Gruyere Quiche","Lemon Meringue Tarts"
"39",2,"Ben Frazer","Ben",31,"Graphic Designer","Northampton",3,"IN",3,"Walnut, Raisin and Rosemary Loaf","UNKNOWN"
"40",2,"Ben Frazer","Ben",31,"Graphic Designer","Northampton",4,"OUT",5,"Stem Ginger Nuts","Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons"
"41",2,"Holly Bell","Holly",31,"Advertising executive","Leicester",1,"STAR BAKER",1,"Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle","UNKNOWN"
"42",2,"Holly Bell","Holly",31,"Advertising executive","Leicester",2,"IN",4,"Pesto Quiche","Milk Chocolate and Pistachio TartsTrifle Tarts"
"43",2,"Holly Bell","Holly",31,"Advertising executive","Leicester",3,"IN",6,"Picnic Loaf","Stilton and Walnut Rolls"
"44",2,"Holly Bell","Holly",31,"Advertising executive","Leicester",4,"STAR BAKER",3,"Strawberry and Custard Melts","'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)"
"45",2,"Holly Bell","Holly",31,"Advertising executive","Leicester",5,"IN",4,"Stilton, Potato and Caramelised Onion Pie","Lime Meringue Pie"
"46",2,"Holly Bell","Holly",31,"Advertising executive","Leicester",6,"IN",3,"Father Christmas' Baked Cheesecake","Hansel and Gretel's Croquembouche"
"47",2,"Holly Bell","Holly",31,"Advertising executive","Leicester",7,"IN",1,"White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits"
"48",2,"Holly Bell","Holly",31,"Advertising executive","Leicester",8,"Runner-up",2,"Banoffee Inspired Mille Feuille","Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich"
"49",2,"Ian Vallance","Ian",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire",1,"IN",10,"Apple and Cinnamon Cupcakes","UNKNOWN"
"50",2,"Ian Vallance","Ian",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire",2,"IN",2,"Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry","UNKNOWN"
"51",2,"Ian Vallance","Ian",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire",3,"OUT",10,"Courgette, Caerphilly Cheese and Thyme Loaf","Walnut and Raisin RollsCracked Wheat Logs"
"52",2,"Janet Basu","Janet",63,"Teacher of Modern Languages","Formby, Liverpool",1,"IN",8,"Raspberry and Cream Cupcakes","Chocolate Marble Cakewith Dark and White Chocolate Truffles"
"53",2,"Janet Basu","Janet",63,"Teacher of Modern Languages","Formby, Liverpool",2,"IN",8,"Quiche Printanière","Red Fruit TartsChocolate and Cherry Tarts"
"54",2,"Janet Basu","Janet",63,"Teacher of Modern Languages","Formby, Liverpool",3,"IN",8,"Zupfe Loaf with Gruyère Cheese","Apple and Walnut Granary Rolls Red Onion Cottage Rolls"
"55",2,"Janet Basu","Janet",63,"Teacher of Modern Languages","Formby, Liverpool",4,"IN",4,"Christmas Marzipan Biscuits","Raspberry Macarons
Blackcurrant Macarons
Almond Macarons"
"56",2,"Janet Basu","Janet",63,"Teacher of Modern Languages","Formby, Liverpool",5,"STAR BAKER",1,"Chicken and Chestnut Pie","Rhubarb Meringue Pie"
"57",2,"Janet Basu","Janet",63,"Teacher of Modern Languages","Formby, Liverpool",6,"IN",5,"Rhubarb and Ginger Baked Cheesecake","Orange and Nougatine Croquembouche"
"58",2,"Janet Basu","Janet",63,"Teacher of Modern Languages","Formby, Liverpool",7,"OUT",4,"Chocolate Amaretto Mousse Cake","Pain Aux RaisinPlain CroissantPain Au Chocolat"
"59",2,"Jason White","Jason",19,"Civil Engineering Student","Croydon",1,"IN",6,"Lemon Meringue CupcakesApple and Cinnamon Cupcakes","UNKNOWN"
"60",2,"Jason White","Jason",19,"Civil Engineering Student","Croydon",2,"STAR BAKER",3,"Salmon and Pak Choi Quiche","Mint Chocolate Tarts Blueberry Bakewell Tarts"
"61",2,"Jason White","Jason",19,"Civil Engineering Student","Croydon",3,"IN",7,"Cheese and Onion Tear and Share Loaf","UNKNOWN"
"62",2,"Jason White","Jason",19,"Civil Engineering Student","Croydon",4,"STAR BAKER",1,"Lebkuchen","Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)"
"63",2,"Jason White","Jason",19,"Civil Engineering Student","Croydon",5,"OUT",7,"Brown Down Chicken Pie","Plum Meringue Pie"
"64",2,"Jo Wheatley","Joanne",41,"Housewife","Ongar, Essex",1,"IN",11,"Chocolate Orange CupcakesOrange and Cardamom Cupcakes","Chocolate and Strawberry Cake"
"65",2,"Jo Wheatley","Joanne",41,"Housewife","Ongar, Essex",2,"IN",10,"Caramelised Onion, Gruyere and Thyme Quiche","Raspberry and Mascarpone Tarts with Lemon and Almond PastryHoney and Almond Tarts with Sweetcrust"
"66",2,"Jo Wheatley","Joanne",41,"Housewife","Ongar, Essex",3,"IN",1,"Stromboli flavored with Mozzarella, Ham, and Picante Pepper","Unknown"
"67",2,"Jo Wheatley","Joanne",41,"Housewife","Ongar, Essex",4,"IN",8,"Lavender Biscuits","Blueberry MacaronsCoconut MacaronsStrawberry Macarons"
"68",2,"Jo Wheatley","Joanne",41,"Housewife","Ongar, Essex",5,"IN",6,"Salmon and Asparagus Pie","Apple and Raspberry Meringue Pie"
"69",2,"Jo Wheatley","Joanne",41,"Housewife","Ongar, Essex",6,"STAR BAKER",1,"Rum and Raisin Baked Cheesecake","Limoncello and White Chocolate Croquembouche"
"70",2,"Jo Wheatley","Joanne",41,"Housewife","Ongar, Essex",7,"IN",3,"Raspberry & Strawberry Mousse Cake","Pain Aux RaisinChocolate TwistsBanana and Raisin Pastries"
"71",2,"Jo Wheatley","Joanne",41,"Housewife","Ongar, Essex",8,"WINNER",1,"Raspberry and Blueberry Mille Feuille","Mini Victoria SandwichesRaspberry, White Chocolate and Pistachio Mini MeringuesMini Banoffee Pie with Banana Mousse"
"72",2,"Keith Batsford","Keith",31,"House husband","Arlesey, Bedfordshire",1,"OUT",12,"Earl Grey Cupcakes","Chocolate and Sour Cream Cake"
"73",2,"Mary-Anne Boermans","Mary-Anne",45,"Housewife","Kidderminster, Worcestershire",1,"IN",4,"Banoffee Cupcakes","Chocolate and Raspberry Opera cake"
"74",2,"Mary-Anne Boermans","Mary-Anne",45,"Housewife","Kidderminster, Worcestershire",2,"IN",9,"Roasted Cauliflower, Cheese andCaramelised Onion Quiche","Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts"
"75",2,"Mary-Anne Boermans","Mary-Anne",45,"Housewife","Kidderminster, Worcestershire",3,"IN",5,"Ploughman's Loaf","Herb and Walnut BreadsChocolate and Chilli Buns"
"76",2,"Mary-Anne Boermans","Mary-Anne",45,"Housewife","Kidderminster, Worcestershire",4,"IN",2,"Melting Moments","Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons"
"77",2,"Mary-Anne Boermans","Mary-Anne",45,"Housewife","Kidderminster, Worcestershire",5,"IN",2,"Chicken and Bacon Pie","Midnight Meringue"
"78",2,"Mary-Anne Boermans","Mary-Anne",45,"Housewife","Kidderminster, Worcestershire",6,"IN",4,"Tutti Fruitti Curd Baked Cheesecake","Orange and Praline Croquembouche with Cardamom Caramel"
"79",2,"Mary-Anne Boermans","Mary-Anne",45,"Housewife","Kidderminster, Worcestershire",7,"IN",2,"Chocolate and Orange Mousse Cake","Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes"
"80",2,"Mary-Anne Boermans","Mary-Anne",45,"Housewife","Kidderminster, Worcestershire",8,"Runner-up",3,"Lemon and Ginger Mille Feuille","Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub"
"81",2,"Robert Billington","Robert",25,"Photographer","London",1,"IN",3,"Blackberry and Vanilla Cupcakeswith Liquorice Frosting","Genoise Layered Mousse Cakewith Chocolate Ganache"
"82",2,"Robert Billington","Robert",25,"Photographer","London",2,"IN",5,"Smoked Bacon and Kale Quiche","Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart"
"83",2,"Robert Billington","Robert",25,"Photographer","London",3,"IN",4,"Rye and Coriander Seed Loaf","Blueberry Brioche RollsLemon and Poppy Seed Rolls"
"84",2,"Robert Billington","Robert",25,"Photographer","London",4,"IN",7,"Chocolate and Ginger Oat Biscuits","Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons"
"85",2,"Robert Billington","Robert",25,"Photographer","London",5,"OUT",3,"Chicken and Mushroom Pie","Rhubarb and Custard Meringue Pie"
"86",2,"Simon Blackwell","Simon",31,"Rugby Coach","Norfolk",1,"IN",9,"Guinness and Chocolate Cupcakes","Two-Tiered Chocolate Courgette Cake"
"87",2,"Simon Blackwell","Simon",31,"Rugby Coach","Norfolk",2,"OUT",11,"Smoked Haddock and Watercress Quiche","Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts"
"88",2,"Urvashi Roe","Urvashi",40,"Head of Marketing","Enfield, London",1,"IN",7,"Cherry Blossom CupcakesJapanese Lime Cupcakes","UNKNOWN"
"89",2,"Urvashi Roe","Urvashi",40,"Head of Marketing","Enfield, London",2,"IN",7,"Crab, Coriander and Coconut Quiche","Strawberry and Basil TartsElderflower and Honeycomb Tarts"
"90",2,"Urvashi Roe","Urvashi",40,"Head of Marketing","Enfield, London",3,"OUT",9,"Salt and Peppercorn Loaf","Chilli and Halloumi RollsLemon and Coriander Mini Loaves"
"91",2,"Yasmin Limbert","Yasmin",43,"Childminder","West Kirby, The Wirral",1,"IN",5,"Cardamom and Pomegranate Cupcakes","UNKNOWN"
"92",2,"Yasmin Limbert","Yasmin",43,"Childminder","West Kirby, The Wirral",2,"IN",6,"Smoked Haddock and Watercress Quiche","Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts"
"93",2,"Yasmin Limbert","Yasmin",43,"Childminder","West Kirby, The Wirral",3,"STAR BAKER",2,"Egyptian Dukkah Loaf with Mixed Spices","Pesto Bread
Sweet Coconut Rolls"
"94",2,"Yasmin Limbert","Yasmin",43,"Childminder","West Kirby, The Wirral",4,"IN",6,"Chocolate Chip and Pistachio Biscotti","Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons"
"95",2,"Yasmin Limbert","Yasmin",43,"Childminder","West Kirby, The Wirral",5,"IN",5,"Family Fish Pie","Peach and Raspberry Meringue Pie"
"96",2,"Yasmin Limbert","Yasmin",43,"Childminder","West Kirby, The Wirral",6,"OUT",2,"Baked Amaretto Cheesecake","Rose Croquembouche"
"97",3,"Brendan Lynch","Brendan",63,"Recruitment consultant","Sutton Coldfield",1,"IN",10,"Plum, Sour Cherry & Walnut","UNKNOWN"
"98",3,"Brendan Lynch","Brendan",63,"Recruitment consultant","Sutton Coldfield",2,"IN",4,"Middle Eastern Taboon BreadIndian Rotis","Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels"
"99",3,"Brendan Lynch","Brendan",63,"Recruitment consultant","Sutton Coldfield",3,"IN",9,"Apple and Ginger Tarte Tatin","Blackberry, Nectarine and Dragon Fruit Tart"
"100",3,"Brendan Lynch","Brendan",63,"Recruitment consultant","Sutton Coldfield",4,"STAR BAKER",1,"Clementine and Chestnut Torte","Pear, Chocolate and Hazelnut Dacquoise"
"101",3,"Brendan Lynch","Brendan",63,"Recruitment consultant","Sutton Coldfield",5,"IN",3,"Salmon Coulibiac in a Scandinavian Pastry","All American Chiffon Pie"
"102",3,"Brendan Lynch","Brendan",63,"Recruitment consultant","Sutton Coldfield",6,"STAR BAKER",1,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings","Spinach, Cheese and Walnut Strudel"
"103",3,"Brendan Lynch","Brendan",63,"Recruitment consultant","Sutton Coldfield",7,"IN",4,"Chelsea Bunskis","Black Forest Christmas Stollen"
"104",3,"Brendan Lynch","Brendan",63,"Recruitment consultant","Sutton Coldfield",8,"IN",2,"Multi-Seed Savoury Crackers","Fantasy Gingerbread Bird House"
"105",3,"Brendan Lynch","Brendan",63,"Recruitment consultant","Sutton Coldfield",9,"IN",3,"Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets","Gateau St. Honoré"
"106",3,"Brendan Lynch","Brendan",63,"Recruitment consultant","Sutton Coldfield",10,"Runner-up",2,"Potato and Pepper Pithivier","Family Reunion Chiffon Cake"
"107",3,"Cathryn Dresser","Cathryn",27,"Shop assistant","Pease Pottage, West Sussex",1,"IN",5,"Apple, Hazelnut and Calvados","Hidden Cupcake Cake"
"108",3,"Cathryn Dresser","Cathryn",27,"Shop assistant","Pease Pottage, West Sussex",2,"IN",8,"Spiced Mango NaanLime, Coriander and Chilli Tortillas","Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels"
"109",3,"Cathryn Dresser","Cathryn",27,"Shop assistant","Pease Pottage, West Sussex",3,"IN",3,"Plum, Cherry and Five Spice Tarte Tatin","Raspberry, Pistachio and Lemon Tart"
"110",3,"Cathryn Dresser","Cathryn",27,"Shop assistant","Pease Pottage, West Sussex",4,"IN",3,"White Chocolate, Macadamia and Coffee Torte","Gooseberry, Almond and Honey Meringue"
"111",3,"Cathryn Dresser","Cathryn",27,"Shop assistant","Pease Pottage, West Sussex",5,"IN",1,"Full English Wellington","Chocolate and Peanut Butter Pumpkin Pie"
"112",3,"Cathryn Dresser","Cathryn",27,"Shop assistant","Pease Pottage, West Sussex",6,"IN",3,"Chocolate Walnut Whip Puddings
Elderflower Sponges","Roasted Vegetable Couscous and Sheep Cheese Strudel"
"113",3,"Cathryn Dresser","Cathryn",27,"Shop assistant","Pease Pottage, West Sussex",7,"IN",5,"Lady Arundel's Manchet Buns","Bonfire Night Tear 'n' Share Brioche"
"114",3,"Cathryn Dresser","Cathryn",27,"Shop assistant","Pease Pottage, West Sussex",8,"OUT",5,"Cheese and Pickle Crackers","Gingerbread Buckingham Palace"
"115",3,"Danny Bryden","Danny",45,"Intensive care consultant","Sheffield",1,"IN",7,"Plum, Ginger & Orange","UNKNOWN"
"116",3,"Danny Bryden","Danny",45,"Intensive care consultant","Sheffield",2,"IN",3,"Lime Coriander and Coconut TortillasZaatar Naan with Dukkah","UNKNOWN"
"117",3,"Danny Bryden","Danny",45,"Intensive care consultant","Sheffield",3,"IN",2,"Savoury Pear and Roquefort Tarte Tatin","Pineapple, Coconut and Frangipane Tart"
"118",3,"Danny Bryden","Danny",45,"Intensive care consultant","Sheffield",4,"IN",2,"Blackberry, White Chocolate, Lemon and Elderflower Torte","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise"
"119",3,"Danny Bryden","Danny",45,"Intensive care consultant","Sheffield",5,"IN",7,"Chickpea, Spinach & Mushroom Wellington","Trick or Treat Pumpkin Pie"
"120",3,"Danny Bryden","Danny",45,"Intensive care consultant","Sheffield",6,"IN",2,"Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants","Leek, Potato, Pistachio and Gruyère Strudel"
"121",3,"Danny Bryden","Danny",45,"Intensive care consultant","Sheffield",7,"STAR BAKER",2,"Bakewell Chelsea Buns","European Christmas Wreath"
"122",3,"Danny Bryden","Danny",45,"Intensive care consultant","Sheffield",8,"IN",4,"Spiced Almond Drinks Crackers","Gingerbread Big Ben"
"123",3,"Danny Bryden","Danny",45,"Intensive care consultant","Sheffield",9,"OUT",4,"Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat","Rosewater and Lychee St. Honoré"
"124",3,"James Morton","James",21,"Medical student","Hillswick, Shetland Islands",1,"IN",2,"Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake"
"125",3,"James Morton","James",21,"Medical student","Hillswick, Shetland Islands",2,"IN",2,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels"
"126",3,"James Morton","James",21,"Medical student","Hillswick, Shetland Islands",3,"STAR BAKER",1,"Apple and Lavender Tarte Tatin","Rose, Lychee and Raspberry Fruit Tart"
"127",3,"James Morton","James",21,"Medical student","Hillswick, Shetland Islands",4,"IN",5,"Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue"
"128",3,"James Morton","James",21,"Medical student","Hillswick, Shetland Islands",5,"IN",6,"Four Pig Wellington","Sweet Potato Pie"
"129",3,"James Morton","James",21,"Medical student","Hillswick, Shetland Islands",6,"IN",7,"Banana and Clove PuddingsClootie Dumplings","Strawberry, Rhubarb and Ginger Strudel"
"130",3,"James Morton","James",21,"Medical student","Hillswick, Shetland Islands",7,"IN",1,"Easter Chelsea Buns","Whisky Kugelhopf-Brioche Baba"
"131",3,"James Morton","James",21,"Medical student","Hillswick, Shetland Islands",8,"STAR BAKER",1,"Smoky Cayenne, Cumin and Chilli Crackers","Gingerbread Barn"
"132",3,"James Morton","James",21,"Medical student","Hillswick, Shetland Islands",9,"STAR BAKER",1,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest"
"133",3,"James Morton","James",21,"Medical student","Hillswick, Shetland Islands",10,"Runner-up",1,"Spanish Pithivier with Chorizo and Red Pepper","United Chiffon Cakes"
"134",3,"John Whaite","John",22,"Law student","Wigan",1,"IN",11,"Toffee Apple, Orange & Cranberry","Hidden Pink Hearts Cake"
"135",3,"John Whaite","John",22,"Law student","Wigan",2,"STAR BAKER",1,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels"
"136",3,"John Whaite","John",22,"Law student","Wigan",3,"IN",6,"Apple and Vanilla Tarte Tatin with Walnut Praline","Berries, Grapes, Pomegranate, and Dragon Fruit Tart"
"137",3,"John Whaite","John",22,"Law student","Wigan",4,"IN",6,"'Torte Noir' Black Forest Torte with Boozy Cream","Elderflower and Bramble Berry Pavlova"
"138",3,"John Whaite","John",22,"Law student","Wigan",5,"IN",2,"Venison and Haggis Wellington","Star-Spangled Pecan Pie"
"139",3,"John Whaite","John",22,"Law student","Wigan",6,"IN",5,"Spicy Toffee PuddingsRaspberry and White Chocolate Puddings","Did not complete due to injury"
"140",3,"John Whaite","John",22,"Law student","Wigan",7,"IN",3,"Cherry and Almond Saffron Buns","Marzipan Stollen"
"141",3,"John Whaite","John",22,"Law student","Wigan",8,"IN",3,"Asian Spice Crackers","Gingerbread Roman Coliseum"
"142",3,"John Whaite","John",22,"Law student","Wigan",9,"IN",2,"Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons","Gateau St. Honoré a la Passion"
"143",3,"John Whaite","John",22,"Law student","Wigan",10,"WINNER",2,"Italian Sausage and Roasted Vegetable Pithivier","Heaven and Hell Chiffon Cake"
"144",3,"Manisha Parmar","Manisha",27,"Nursery nurse","Leicester",1,"IN",6,"Vanilla, Peach and Raspberry","White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart"
"145",3,"Manisha Parmar","Manisha",27,"Nursery nurse","Leicester",2,"IN",6,"Indian FlatbreadsItalian Flatbreads","UNKNOWN"
"146",3,"Manisha Parmar","Manisha",27,"Nursery nurse","Leicester",3,"IN",10,"Cinnamon, Apple and Pear Tarte Tatin","Rum and Tropical Fruit Tart"
"147",3,"Manisha Parmar","Manisha",27,"Nursery nurse","Leicester",4,"IN",9,"Almond, Chocolate and Cherry Torte","Tiramisu Layered Meringue Dessert"
